CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer_name,from,until,null,PRICE         
16,1942200,ΓΚΟΥΝΤΑ ΟΛΛΑΝΔΙΑΣ ROYAL ΦΡΑΝΤΖΟΛΑ ΧΥΜΑ,6.40,6.40,1942200_1.jpg,0,Τυρί Γκούντα,kg,,Μασούτης,24-07-2024,30-07-2024,,
17,1439207,ΗΜΙΣΚΛΗΡΟ ΚΟΛΙΟΣ LIGHT ΠΑΡΑΔ 3Κ ΧΥΜΑ ΦΟΡΜΑ,11.19,11.19,1439207_1.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,Μασούτης,24-07-2024,30-07-2024,,
17,3699915,ΤΥΡΙ ΜΑΣΟΥΤΗ LIGHT ΧΥΜΑ,8.59,8.59,3699915_1.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,Μασούτης,24-07-2024,30-07-2024,,
18,3607454,VALLATA ROSSA ΧΥΜΟΣ ΤΟΜΑΤΑΣ 500ΓΡ,0.79,1.58,3607454_1.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,Μασούτης,24-07-2024,30-07-2024,,
18,3647633,ΤΟΜΑΤΟΧΥΜΟΣ ΜΑΣΟΥΤΗ 500ΓΡ,0.59,1.18,3647633_1.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,Μασούτης,24-07-2024,30-07-2024,,
19,3315579,ΑΥΓΑ ΦΡΕΣΚΑ ΜΑΣΟΥΤΗ 10T ΜΕΣΑΙΑ 53ΓΡ,2.99,0.30,3315579_1.jpg,1,Αυγά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
19,3795507,ΑΥΓΑ ΦΡΕΣΚΑ ΑΧΥΡΩΝΑ MR GRAND 12T ΜΕΣΑΙΑ 53ΓΡ,2.98,0.25,3795507_1.jpg,1,Αυγά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
19,2464907,ΑΥΓΑ ΦΡΕΣΚΑ MR GRAND 10T ΜΕΣΑΙΑ 53,2.99,0.30,2464907_1.jpg,1,Αυγά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
19,2464923,ΑΥΓΑ ΦΡΕΣΚΑ MR GRAND 10T ΜΕΓΑΛΑ 63ΓΡ,2.92,0.29,default_kalathi.png,1,Αυγά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
19,3937844,ΑΥΓΑ ΦΡΕΣΚΑ ΜΑΣΟΥΤΗ ΜΕΓΑΛΑ 10TΧ63ΓΡ,3.00,0.30,default_kalathi.png,1,Αυγά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
19,0831156,ΑΥΓΑ ΤΣΑΚΙΡΗ 6ΑΔΑ ΑΠΛΑ Μ 53-63ΓΡ ΣΥΣΚ/ΝΑ,1.99,0.33,0831156_1.jpg,0,Αυγά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
19,3320934,ΑΥΓΑ ΦΡΕΣΚΑ ΤΣΑΚΙΡΗ ΓΙΓΑΣ 6ΑΔΑ 73ΓΡ,2.79,0.47,3320934_1.jpg,0,Αυγά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
19,1156132,ΑΥΓΑ ΧΡΥΣΑ ΦΡΕΣΚΑ ΑΤ 10Τ MED ΧΑΡΤ ΘΗΚΗ,3.59,0.36,1156132_1.jpg,0,Αυγά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
19,3678034,ΑΥΓΑ ΧΡΥΣΑ Α ΑΧΥΡΩΝΑ ΜΕ ΒΙΤΑΜΙΝΗ D & Ω3 ST-0.50Ε 6Τ 53ΓΡ,2.61,0.44,3678034_1.jpg,0,Αυγά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
20,3908738,ΜΑΡΓΑΡΙΝΗ ΦΑΣΤ SOFT 220ΓΡ,1.09,4.95,3908738_1.jpg,0,Μαργαρίνες,kg,,Μασούτης,24-07-2024,30-07-2024,,
21,4015186,ΕΛΑΙΟΛΑΔΟ ΕΞΤΡΑ ΠΑΡΘΕΝΟ ΜΑΣΟΥΤΗΣ ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ 1L,10.89,10.89,4015186_1.jpg,1,Παρθένο Ελαιόλαδο,lt,,Μασούτης,24-07-2024,30-07-2024,,
21,3784220,ΕΛΑΙΟΛΑΔΟ ΚΛΑΣΙΚΟ ΜΑΣΟΥΤΗ 1L,9.99,9.99,default_kalathi.png,1,Παρθένο Ελαιόλαδο,lt,,Μασούτης,24-07-2024,30-07-2024,,
21,4001913,ΕΛΑΙΟΛΑΔΟ ΕΞΑΙΡΕΤΙΚΟ ΠΑΡΘΕΝΟ ΚΟΡΩΝΕΙΚΗ ΠΟΙΚΙΛΙΑ ΜΑΣΟΥΤΗ 1L,11.49,11.49,4001913_1.jpg,1,Παρθένο Ελαιόλαδο,lt,,Μασούτης,24-07-2024,30-07-2024,,
22,0566000,ΗΛΙΕΛΑΙΟ MR GRAND 5L,8.45,1.69,0566000_1.jpg,1,Ηλιέλαιο,lt,,Μασούτης,24-07-2024,30-07-2024,,
23,1456177,ΑΡΑΚΑΣ MR GRAND 1000ΓΡ,2.39,2.39,1456177_1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,Μασούτης,24-07-2024,30-07-2024,,
23,3891652,ΑΡΑΚΑΣ  ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ 420ΓΡ,2.13,5.07,3891652_1.jpg,0,Λαχανικά Κατεψυγμένα,kg,,Μασούτης,24-07-2024,30-07-2024,,
23,1456243,ΦΑΣΟΛΑΚΙΑ ΠΛΑΤΙΑ MR GRAND 1000ΓΡ,2.39,2.39,1456243_1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,Μασούτης,24-07-2024,30-07-2024,,
23,3898525,ΦΑΣΟΛΑΚΙ ΣΤΡΟΓΓΥΛΟ ΜΠΑΡΜΠΑ ΣΤΑΘΗ 420ΓΡ,1.98,4.71,3898525_1.jpg,0,Λαχανικά Κατεψυγμένα,kg,,Μασούτης,24-07-2024,30-07-2024,,
24,3407004,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ ROYAL 1Κ,0.85,0.85,3407004_1.jpg,0,Λευκή Ζάχαρη,kg,,Μασούτης,24-07-2024,30-07-2024,,
24,3907557,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ SUDZUCKER 1K,0.85,0.85,3907557_1.jpg,0,Λευκή Ζάχαρη,kg,,Μασούτης,24-07-2024,30-07-2024,,
24,3809860,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ SUGARTIA 1Κ,0.85,0.85,3809860_1.jpg,0,Λευκή Ζάχαρη,kg,,Μασούτης,24-07-2024,30-07-2024,,
25,0764282,ΜΠΙΣΚΟΤΟΚΡΕΜΑ ΓΙΩΤΗΣ 300ΓΡ,4.21,14.03,default_kalathi.png,0,Κρέμες για βρέφη,kg,,Μασούτης,24-07-2024,30-07-2024,,
26,3850005,MILUPA APTAMIL N2 400ΓΡ ΜΕΤΑΛΛΙΚΟ ΚΟΥΤΙ,9.00,22.50,3850005_1.jpg,0,Γάλα για βρέφη,kg,,Μασούτης,24-07-2024,30-07-2024,,
27,3927571,ΚΑΦΕΣ ΕΛΛΗΝΙΚΟΣ ΚΛΑΣΙΚΟΣ ΜΑΣΟΥΤΗ 194ΓΡ,2.09,10.77,3927571_1.jpg,1,Ελληνικός Καφές,kg,,Μασούτης,24-07-2024,30-07-2024,,
28,0933523,ΚΑΦΕΣ ΣΤΙΓΜΗΣ MR GRAND 200ΓΡ,4.99,24.95,0933523_1.jpg,1,Στιγμιαίος Καφές,kg,,Μασούτης,24-07-2024,30-07-2024,,
29,2380582,ΚΑΦΕΣ ΦΙΛΤΡΟΥ MR GRAND 250ΓΡ,3.65,14.60,2380582_1.jpg,1,Γαλλικός Καφές,kg,,Μασούτης,24-07-2024,30-07-2024,,
30,3849346,FREEVIA ΕΠΙΤΡΑΠΕΖΙΟ ΓΛΥΚΑΝΤΙΚΟ ΣΤΕΒΙΑ STICK 40Τ+10T ΔΩΡΟ 25ΓΡ,2.32,92.80,3849346_1.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,diabetes,Μασούτης,24-07-2024,30-07-2024,,
32,3813714,ΦΑΚΕΣ ΨΙΛΕΣ ΘΕΣΣΑΛΙΑΣ AGRIFARM 500ΓΡ,1.92,3.84,3813714_1.jpg,0,Φακές,kg,,Μασούτης,24-07-2024,30-07-2024,,
32,1515410,ΦΑΚΕΣ ΨΙΛΕΣ MR GRAND 500ΓΡ,1.09,2.18,1515410_1.jpg,1,Φακές,kg,,Μασούτης,24-07-2024,30-07-2024,,
33,0784256,MR GRAND ΦΥΣΙΚΟΣ ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 1L,0.99,0.99,0784256_1.jpg,1,Χυμός Πορτοκάλι,lt,,Μασούτης,24-07-2024,30-07-2024,,
35,3278074,ΥΓΡΟ ΑΠΟΡΡΥΠΑΝΤΙΚΟ ΠΛΥΝΤΗΡΙΟΥ ΡΟΥΧΩΝ MR GRAND 3L 60ΜΕΖ ΓΙΑΣΕΜΙ,5.49,0.09,3278074_1.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,Μασούτης,24-07-2024,30-07-2024,,
35,4032439,DIXAN GEL MULTICOLOR 32ΜΕΖ 1.44L,5.63,0.18,default_kalathi.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,Μασούτης,24-07-2024,30-07-2024,,
36,3918968,ΥΓΡΟ ΓΕΝΙΚΟΥ ΚΑΘΑΡΙΣΜΟΥ ULTRA GREEN APPLE MR GRAND 2LT,1.99,1.00,3918968_1.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,Μασούτης,24-07-2024,30-07-2024,,
36,4016879,MR GRAND ΥΓΡΟ ΓΕΝIKOY ΚΑΘΑΡΙΣΜΟΥ ΚΕΡΑΣΙ 4L,2.63,0.66,default_kalathi.png,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,Μασούτης,24-07-2024,30-07-2024,,
36,3934890,ΥΓΡΟ ΓΕΝΙΚΟΥ ΚΑΘΑΡΙΣΜΟΥ ULTRA ΓΙΑΣΕΜΙ MR GRAND 2L,1.99,1.00,3934890_1.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,Μασούτης,24-07-2024,30-07-2024,,
37,3891702,ΥΓΡΟ ΠΙΑΤΩΝ MR GRAND ORANGE FRESH 500ML,0.89,1.78,3891702_1.jpg,1,Απορρυπαντικά Πιάτων,lt,,Μασούτης,24-07-2024,30-07-2024,,
37,3865318,ΥΓΡΟ ΠΙΑΤΩΝ MR GRAND PROFESSIONAL 4L,3.51,0.88,3865318_1.jpg,1,Απορρυπαντικά Πιάτων,lt,,Μασούτης,24-07-2024,30-07-2024,,
37,3891694,ΥΓΡΟ ΠΙΑΤΩΝ MR GRAND LEMON FRESH 500ML,0.89,1.78,3891694_1.jpg,1,Απορρυπαντικά Πιάτων,lt,,Μασούτης,24-07-2024,30-07-2024,,
38,3844560,ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ MR GRAND 2Φ 650ΓΡ,1.99,3.06,3844560_1.jpg,1,Χαρτί Κουζίνας,kg,,Μασούτης,24-07-2024,30-07-2024,,
38,3972056,ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ SOFTEX PROECO 2ΦΥΛΛΟ 1Τ 433ΓΡ,1.88,4.34,3972056_1.jpg,0,Χαρτί Κουζίνας,kg,,Μασούτης,24-07-2024,30-07-2024,,
39,2533941,ΟΔ/ΜΑ COLG SENSAT WHITEN 2X75ML ΤΙΜΗ ΣΟΚ,2.30,15.33,2533941_1.jpg,0,Οδοντόκρεμα,kg,,Μασούτης,24-07-2024,30-07-2024,,
40,0581074,ΧΑΡΤΙ ΥΓΕΙΑΣ MR GRAND ΓΚΟΦΡΕ 2Φ 8T 600ΓΡ,2.29,0.29,0581074_1.jpg,1,Χαρτί Υγείας,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
40,3768470,ΧΑΡΤΙ ΥΓΕΙΑΣ MR GRAND 2Φ DECO 20Τ 1.8Κ,6.15,0.31,default_kalathi.png,1,Χαρτί Υγείας,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
40,3972841,ΧΑΡΤΙ ΥΓΕΙΑΣ SOFTEX PURE CLASSIC 2ΦΥΛΛΟ 8Τ 496ΓΡ,2.13,0.27,3972841_1.jpg,0,Χαρτί Υγείας,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
41,2581684,ΣΕΡΒ EVERY DAY UL PL HYP NORMAL ECON 18Τ,2.14,0.12,2581684_1.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
41,2581700,ΣΕΡΒ EVERY DAY UL PL HYP SUPER ECON 18T,2.14,0.12,2581700_1.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
41,2581718,ΣΕΡΒ EV DAY UL PL HYP MAX NIGHT ECON 18T,2.14,0.12,2581718_1.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
42,3321981,ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ CLASSIC MR GRAND 500ΓΡ,1.09,2.18,3321981_1.jpg,1,Προϊόντα Βρώμης,kg,diabetes,Μασούτης,24-07-2024,30-07-2024,,
43,2392421,ΣΑΜΠ SYOSS ΟΓΚΟ 750ML,3.91,5.21,2392421_1.jpg,0,Σαμπουάν,lt,,Μασούτης,24-07-2024,30-07-2024,,
44,2572907,ΣΑΠΟΥΝΙ MR GRAND ΓΑΛΑ ΑΜΥΓΔΑΛΟΥ 125ΓΡ,0.49,3.92,2572907_1.jpg,1,Σαπούνι Στερεό,kg,,Μασούτης,24-07-2024,30-07-2024,,
44,2572915,ΣΑΠΟΥΝΙ MR GRAND ΒΙΟΛΕΤΑ 125ΓΡ,0.49,3.92,2572915_1.jpg,1,Σαπούνι Στερεό,kg,,Μασούτης,24-07-2024,30-07-2024,,
45,1414127,ΠΑΝΕΣ ΑΚΡΑΤΕΙΑΣ MR GRAND MEDIUM N2 15T,5.85,0.39,1414127_1.jpg,1,Πάνες Ακράτειας,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
45,1414135,ΠΑΝΕΣ ΑΚΡΑΤΕΙΑΣ MR GRAND LARGE N3 12T,5.85,0.49,1414135_1.jpg,1,Πάνες Ακράτειας,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
45,1414143,ΠΑΝΕΣ ΑΚΡΑΤΕΙΑΣ MR GRAND XLARGE N4 10T,5.85,0.59,1414143_1.jpg,1,Πάνες Ακράτειας,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
45,3701901,SANI LADY SENSITIVE EXTRA 16T,3.66,0.23,3701901_1.jpg,0,Πάνες Ακράτειας,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
45,2685147,SANI PANTS N2 MEDIUM 14T,7.68,0.55,2685147_1.jpg,0,Πάνες Ακράτειας,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
45,2685154,SANI PANTS N3 LARGE 14T,8.99,0.64,2685154_1.jpg,0,Πάνες Ακράτειας,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
46,2517464,BABYLINO SENSITIVE No3 ECON 4-9K 56T,10.00,0.18,2517464_1.jpg,0,Πάνες για Μωρά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
46,3094307,BABYLINO SENSITIVE ECONOM Ν5+ 42T,10.00,0.24,3094307_1.jpg,0,Πάνες για Μωρά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
46,3877487,BABYLINO SENSITIVE No6 ECONOMY 38T,9.53,0.25,3877487_1.jpg,0,Πάνες για Μωρά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
46,3877495,BABYLINO SENSITIVE ECONOMY Ν7 36T,9.49,0.26,3877495_1.jpg,0,Πάνες για Μωρά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
46,2517498,BABYLINO SENSITIVE No4 ECON 50T,10.00,0.20,2517498_1.jpg,0,Πάνες για Μωρά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
46,2517548,BABYLINO SENSITIVE No4+ ECON 46T,10.00,0.22,2517548_1.jpg,0,Πάνες για Μωρά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
46,2517589,BABYLINO SENSITIVE No5 ECON 44T,10.00,0.23,2517589_1.jpg,0,Πάνες για Μωρά,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
47,2393239,ΜΩΡΟΜΑΝΤΗΛΑ MR GRAND ΧΑΜΟΜΗΛΙ 3Χ72Τ,2.39,0.01,default_kalathi.png,1,Μωρομάντηλα,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
47,3033834,ΜΩΡΟΜΑΝΤΗΛΑ MR GRAND SENSITIVE 3X72ΤΕΜ,2.38,0.01,default_kalathi.png,1,Μωρομάντηλα,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
47,3925492,ΜΩΡΟΜΑΝΤΗΛΑ BABYCARE FOR ALL 54T 2+1ΔΩΡΟ,2.97,0.02,3925492_1.jpg,0,Μωρομάντηλα,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
47,3925518,ΜΩΡΟΜΑΝΤΗΛΑ BABYCARE CALMING 63T 2+1ΔΩΡΟ,2.95,0.02,3925518_1.jpg,0,Μωρομάντηλα,τμχ,,Μασούτης,24-07-2024,30-07-2024,,
48,3622065,AGNOTIS ΣΑΜΠΟΥΑΝ & ΑΦΡΟΛΟΥΤΡΟ 400ML,3.99,9.98,3622065_1.jpg,0,Σαμπουάν για Μωρά,lt,,Μασούτης,24-07-2024,30-07-2024,,
49,1623339,ΣΚΥΛΟΤΡΟΦΗ MR GRAND ΜΟΣΧΑΡΙ 1250ΓΡ,1.69,1.35,1623339_1.jpg,1,Τροφή για Σκύλους,kg,,Μασούτης,24-07-2024,30-07-2024,,
49,1623347,ΣΚΥΛΟΤΡΟΦΗ MR GRAND ΚΟΤΟΠ/ΓΑΛΟΠ 1250ΓΡ,1.69,1.35,1623347_1.jpg,1,Τροφή για Σκύλους,kg,,Μασούτης,24-07-2024,30-07-2024,,
50,1623412,ΓΑΤΟΤΡΟΦΗ MR GRAND ΤΟΝΟΣ/ΣΟΛΩΜΟΣ 405ΓΡ,0.69,1.70,1623412_1.jpg,1,Τροφή για γάτες,kg,,Μασούτης,24-07-2024,30-07-2024,,
50,1623404,ΓΑΤΟΤΡΟΦΗ MR GRAND ΜΟΣΧΑΡΙ/ΚΟΤΟΠ 405ΓΡ,0.69,1.70,1623404_1.jpg,1,Τροφή για γάτες,kg,,Μασούτης,24-07-2024,30-07-2024,,
51,2703098,ΑΛΕΥΡΙ ΑΓ ΓΕΩΡΓΙΟΥ-0.38Ε 1Κ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ,1.45,1.45,2703098_1.jpg,0,Αλεύρι,kg,,Μασούτης,24-07-2024,30-07-2024,,
51,1794999,ΑΛΕΥΡΙ MR GRAND ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ 1Κ,0.70,0.70,1794999_1.jpg,1,Αλεύρι,kg,,Μασούτης,24-07-2024,30-07-2024,,
52,2306629,ΚΙΜΑΣ ΒΟΕΙΟΥ ΜΟΣΧΟΥ ΓΑΛΛΙΑΣ ΚΡΕΟΠΩΛΕΙΟΥ,8.49,8.49,2306629_1.jpg,0,Μοσχάρι,kg,,Μασούτης,24-07-2024,30-07-2024,,
52,0419242,ΚΙΜΑΣ ΒΟΕΙΟΥ ΜΟΣΧΟΥ ΓΕΡΜΑΝΙΑΣ ΚΡΕΟΠΩΛΕΙΟΥ,8.49,8.49,0419242_1.jpg,0,Μοσχάρι,kg,,Μασούτης,24-07-2024,30-07-2024,,
53,3730157,ΠΑΡΙΖΑ ΤΟΣΤ ΣΕΡΡΑΙΚΗ ΧΥΜΑ,4.52,4.52,3730157_1.jpg,0,Πάριζα,kg,,Μασούτης,24-07-2024,30-07-2024,,
53,2367241,ΠΑΡΙΖΑ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ MR GRAND ΦΕΤΕΣ 160ΓΡ,0.87,5.44,2367241_1.jpg,1,Πάριζα,kg,,Μασούτης,24-07-2024,30-07-2024,,
53,2405785,ΠΑΡΙΖΑ MR GRAND ΧΥΜΑ,4.39,4.39,2405785_1.jpg,1,Πάριζα,kg,,Μασούτης,24-07-2024,30-07-2024,,
54,3066248,ΓΑΛΑ ΥΨΗΛ MR GRAND 3.5% 1L,1.07,1.07,3066248_1.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,Μασούτης,24-07-2024,30-07-2024,,
55,3066230,ΓΑΛΑ ΥΨΗΛ MR GRAND 1.5% 1L,1.07,1.07,3066230_1.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,Μασούτης,24-07-2024,30-07-2024,,
56,2491363,ΑΓΕΛΑΔΙΝΟ ΛΕΥΚΟ ΤΥΡΙ MR GRAND ΧΥΜΑ,5.99,5.99,2491363_1.jpg,1,Λευκό τυρί,kg,,Μασούτης,24-07-2024,30-07-2024,,
56,3944444,ΛΕΥΚΟ ΤΥΡΙ  ΑΓΕΛΑΔΙΝΟ ΡΟΔΟΠΗ ΤΑΠΕΡ 800ΓΡ,4.69,5.86,3944444_1.jpg,0,Λευκό τυρί,kg,,Μασούτης,24-07-2024,30-07-2024,,
56,3256088,ΛΕΥΚΟ ΤΥΡΙ ΑΓΕΛΑΔΙΝΟ ΦΑΡΜΑ ΘΕΣΣΑΛΙΑΣ ΧΥΜΑ 15Κ,6.30,6.30,3256088_1.jpg,0,Λευκό τυρί,kg,,Μασούτης,24-07-2024,30-07-2024,,
57,1515394,ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ MR GRAND 500ΓΡ,1.25,2.50,1515394_1.jpg,1,Φασόλια,kg,,Μασούτης,24-07-2024,30-07-2024,,
57,3814068,ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ ΕΛΛΗΝΙΚΑ AGRIFARM 500ΓΡ,2.34,4.68,3814068_1.jpg,0,Φασόλια,kg,,Μασούτης,24-07-2024,30-07-2024,,
58,1515428,ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ MR GRAND 500ΓΡ,1.69,3.38,1515428_1.jpg,1,Ρεβύθια,kg,,Μασούτης,24-07-2024,30-07-2024,,
58,3476785,ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ SPECIAL ΩΜΕΓΑ 500ΓΡ,1.97,3.94,3476785_1.jpg,0,Ρεβύθια,kg,,Μασούτης,24-07-2024,30-07-2024,,
1,89018845,ECONOMY ΡΥΖΙ ΕΛΛΗΝΙΚΟ ΓΛΑΣΣΕ 500ΓΡ,0.69,1.38,89018845_1.jpg,1,Ρύζι,Kg,,MarketIn,24-07-2024,30-07-2024,,
1,89023916,ΜΦΒ ΡΥΖΙ ΝΥΧΑΚΙ ΕΛΛΗΝΙΚΟ 500ΓΡ,0.85,1.7,89023916_1.jpg,0,Ρύζι,Kg,,MarketIn,24-07-2024,30-07-2024,,
2,89027577,ΜΦΒ ΨΩΜΙ ΤΟΣΤ ΦΟΡΜΑ ΣΤΑΡΕΝΙΟ 680ΓΡ,1.25,1.84,89027577_1.jpg,0,Ψωμί για Tοστ,Kg,,MarketIn,24-07-2024,30-07-2024,,
3,89016715,ΠΑΠΑΔ/ΛΟΥ ΧΩΡΙΑΝΟ ΨΩΜΙ ΟΛΙΚ ΣΙΚΑΛΗ 500ΓΡ,1.65,3.3,89016715_1.jpg,0,Ψωμί Φραντζόλα,Kg,,MarketIn,24-07-2024,30-07-2024,,
4,11002076,FORMA ΦΡΥΓΑΝΙΕΣ ΣΙΤΟΥ ΣΕΛΟΦΑΝ 125ΓΡ 3+1Δ,1.25,2.5,11002076_1.jpg,0,Φρυγανιές,Kg,,MarketIn,24-07-2024,30-07-2024,,
5,89027747,ΜΦΒ ΜΑΚΑΡΟΝΙΑ ΣΠΑΓΓΕΤΙ Ν6 500ΓΡ,0.69,1.38,89027747_1.jpg,0,Μακαρόνια Νο 6,Kg,,MarketIn,24-07-2024,30-07-2024,,
5,89027762,ECONOMY ΣΠΑΓΓΕΤΙ Ν6 1Κ,1.19,1.19,89027762_1.jpg,1,Μακαρόνια Νο 6,Kg,,MarketIn,24-07-2024,30-07-2024,,
6,14304049,ΧΟΙΡΙΝΟ ΡΟΛΟ ΓΕΜΙΣΤΟ ΝΩΠΟ ΕΕ ΤΟ ΚΙΛΟ,5.99,5.99,14304049_1.jpg,0,Νωπό Χοιρινό,Kg,,MarketIn,24-07-2024,30-07-2024,,
7,14303021,ΠΙΝΔΟΣ ΜΠΟΥΤΙ ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΕΛΛΗΝ ΚΙΛΟ,3.49,3.49,14303021_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,MarketIn,24-07-2024,30-07-2024,,
7,89025559,ΑΡΤΑΣ ΜΠΟΥΤΙ ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΕΛΛΗΝ ΚΙΛΟ,3.49,3.49,89025559_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,MarketIn,24-07-2024,30-07-2024,,
8,89013600,TOSTAKI ΓΑΛΟΠΟΥΛΑ ΒΡΑΣΤΗ ΤΟ ΚΙΛΟ,6.99,6.99,89013600_1.jpg,0,Γαλοπούλα,Kg,,MarketIn,24-07-2024,30-07-2024,,
8,89019174,TOSTAKI ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ ΤΟ ΚΙΛΟ,6.99,6.99,89019174_1.jpg,0,Γαλοπούλα,Kg,,MarketIn,24-07-2024,30-07-2024,,
9,89054407,KOLYMBI ΠΑΓΚΑΣΙΟΣ ΦΙΛ ΚΤΨ 220+ΒΙΕΤ 800ΓΡ,3.99,4.99,89054407_1.jpg,0,Ψάρια Κατεψυγμένα,Kg,,MarketIn,24-07-2024,30-07-2024,,
10,89023939,ΜΦΒ ΓΑΛΑ ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ 3.5% 1L,1.19,1.19,89023939_1.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,MarketIn,24-07-2024,30-07-2024,,
11,89023940,ΜΦΒ ΓΑΛΑ ΥΨΗΛΗΣ ΠΑΣΤΕΡΙΩΣΗΣ 1.5% 1L,1.19,1.19,89023940_1.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,MarketIn,24-07-2024,30-07-2024,,
12,89047442,ΜΦΒ ΓΑΛΑ ΣΥΜΠΥΚΝΩΜΕΝΟ 7.5% 410ΓΡ,0.95,2.32,89047442_1.jpg,0,Γάλα Εβαπορέ,lt,,MarketIn,24-07-2024,30-07-2024,,
12,89047443,ΜΦΒ ΓΑΛΑ ΣΥΜΠΥΚΝΩΜΕΝΟ 4% 410ΓΡ,0.95,2.32,89047443_1.jpg,0,Γάλα Εβαπορέ,lt,,MarketIn,24-07-2024,30-07-2024,,
13,89025331,ΜΑΝΔΡΕΚΑΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΠΛΗΡΕΣ 200ΓΡ,0.39,1.95,89025331_1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,MarketIn,24-07-2024,30-07-2024,,
