CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer_name,from,until,null,PRICE         
48,80011887,ΓΑΛΑΞΙΑΣ ΒΡΕΦ.ΑΦΡ.&ΣΑΜ.0+SWEET LAV.400M,1.79,4.48,default_kalathi.png,1,Σαμπουάν για Μωρά,lt,,Γαλαξίας,24-07-2024,30-07-2024,,
48,80006834,SEPTONA BABY ΣΑΜ.&ΑΦΡ/ΤΡΟ ΒΑΛ.&ΑΛΟΗ 500ML,2.43,4.86,default_kalathi.png,0,Σαμπουάν για Μωρά,lt,,Γαλαξίας,24-07-2024,30-07-2024,,
49,431220,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΚΑΡΔΙΑ 1250ΓΡ.,1.98,1.58,default_kalathi.png,0,Τροφή για Σκύλους,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
49,431221,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΛΑΧANIKA 1250ΓΡ.,1.98,1.58,default_kalathi.png,0,Τροφή για Σκύλους,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
49,431218,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΚΟΤΟΠΟΥΛΟ/ΓΑΛΟΠΟΥΛΑ 1250ΓΡ.,1.98,1.58,default_kalathi.png,0,Τροφή για Σκύλους,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
50,431222,FLIK - FLOK ΓΑΤΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΚΑΡΔΙΑ 405ΓΡ.,0.85,2.10,default_kalathi.png,0,Τροφή για γάτες,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
50,431223,FLIK - FLOK ΓΑΤ/ΦΗ ΚΟΤΟΠ.-ΓΑΛΟΠ.405ΓΡ.,0.85,2.10,default_kalathi.png,0,Τροφή για γάτες,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
50,431311,FLIK - FLOK ΓΑΤΟΤΡΟΦΗ ΨΑΡΙ - ΣΟΛΟΜΟΣ 405ΓΡ.,0.85,2.10,default_kalathi.png,0,Τροφή για γάτες,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
51,2106101,ΓΙΩΤΗΣ 2+1ΔΩΡΟ ΑΛΕΥΡΙ Γ.Ο.Χ. 1KG.,2.94,0.98,default_kalathi.png,0,Αλεύρι,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
51,80006356,ΜΥΛΟΙ 2+1ΔΩΡΟ ΑΓ.ΓΕΩΡΓ.Γ.Ο.Χ.ΑΛΕΥΡΙ 1KGR,2.96,0.99,default_kalathi.png,0,Αλεύρι,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
52,80021681,ΣΤΗΘΟΣ ΒΟΕΙΟΥ Μ/Ο ΓΑΛΛΙΑΣ - ΙΣΠΑΝΙΑΣ (Μόνο καταστήματα με τμήμα Κρεοπωλείου),7.90,7.90,default_kalathi.png,0,Μοσχάρι,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
53,381052,TOSTAKI ΠΑΡΙΖΑ ΤΟΣΤ,4.61,4.61,default_kalathi.png,0,Πάριζα,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
53,80011904,TOSTAKI ΠΑΡΙΖΑ ΦΕΤΕΣ 160ΓΡ.,1.12,7.00,default_kalathi.png,0,Πάριζα,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
54,80043526,ALPILAND ΓΑΛΑ ΥΨΗΛΗΣ ESL 3.5% ΛΙΠ. 1LT ,1.27,1.27,default_kalathi.png,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
55,80043527,ALPILAND ΓΑΛΑ ΥΨΗΛΗΣ ESL 1.5% ΛΙΠ. 1LT  ,1.27,1.27,default_kalathi.png,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
56,350227,ΛΕΥΚΟ ΤΥΡΙ ΑΓΕΛΑΔΙΝΟ ΔΟΧΕΙΟ ,5.98,5.98,default_kalathi.png,0,Λευκό τυρί,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
57,80032407,ΑΡΙΣΤΟΝ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 1KG,2.98,2.98,default_kalathi.png,0,Φασόλια,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
58,80030709,ΑΡΙΣΤΟΝ ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ 1KG,3.38,3.38,default_kalathi.png,0,Ρεβύθια,kg,,Γαλαξίας,24-07-2024,30-07-2024,,
1,53831,Voion Ρύζι Κίτρινο Τύπου Μπονέτ Ελληνικό 500g,1.80,3.60,voion_ryzi_kitrino_greek_53831.jpg,0,Ρύζι,Kg,,efood,24-07-2024,30-07-2024,,
1,53834,Voion Ρύζι Γλασσέ Ελληνικό 500g,1.55,3.10,voion_ryzi_glasse_53834.jpg,0,Ρύζι,Kg,,efood,24-07-2024,30-07-2024,,
1,53833,Voion Ρύζι Νυχάκι Ελληνικό 500g,1.70,3.40,voion_ryzi_nyxaki_53833.jpg,0,Ρύζι,Kg,,efood,24-07-2024,30-07-2024,,
1,53832,Voion Ρύζ Καρολίνα Ελληνικό 500g,2.00,4.00,voion_ryzi_karolina_53832.jpg,0,Ρύζι,Kg,,efood,24-07-2024,30-07-2024,,
2,43618,Καραμολέγκος Ψωμί Τοστ Σταρένιο 680g,1.20,1.77,karamolegkos_tost_starenio_43618.jpg,0,Ψωμί για Tοστ,Kg,,efood,24-07-2024,30-07-2024,,
2,43613,Κατσέλης Ψωμί Τοστ Ολικής Άλεσης 720g,1.91,2.66,katselis_psomi_fetes_olikis_43613.jpg,0,Ψωμί για Tοστ,Kg,,efood,24-07-2024,30-07-2024,,
3,55324,Κατσέλης Διπλοζυμωτό Σταρένιο Προζυμένιο Ψωμί Σε Φέτες 500g,1.70,3.40,katselis_diplozimoto_starenio_prozymenio_fetes_500gr_55324.jpg,0,Ψωμί Φραντζόλα,Kg,,efood,24-07-2024,30-07-2024,,
4,12724,Elite Φρυγανιές Classic Σταρένιες 4x125g 3+1 Δώρο,1.76,3.51,elite_friganies_starenies_12724.jpg,0,Φρυγανιές,Kg,,efood,24-07-2024,30-07-2024,,
5,44135,Melissa Spaghetti Νo6 500g,0.84,1.68,melissa_spaggeti_no6_44135.jpg,0,Μακαρόνια Νο 6,Kg,,efood,24-07-2024,30-07-2024,,
6,54400,Φλωρίδης Μπριζόλα Χοιρινή Με Οστό 700g,6.10,8.71,floridis_mprizola_hoirini_osto_54400.jpg,0,Νωπό Χοιρινό,Kg,,efood,24-07-2024,30-07-2024,,
7,53662,Mimikos Μπουτάκια Κοτόπουλο 590g,8.05,13.64,mimikos_mpoutakia_kotopoulo_590gr_53662.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,efood,24-07-2024,30-07-2024,,
8,44881,Ifantis Φιλέτο Γαλοπούλα Βραστή 160g -0.2€,2.86,17.27,yfantis_fileto_galopoulas_vrastis_44881.jpg,0,Γαλοπούλα,Kg,,efood,24-07-2024,30-07-2024,,
8,44880,Ifantis Φιλέτο Γαλοπούλα Καπνιστή 160g -0.2€,2.82,17.63,yfantis_fileto_galopoulas_kapnisti_44880.jpg,0,Γαλοπούλα,Kg,,efood,24-07-2024,30-07-2024,,
9,54973,7 Θάλασσες Γλώσσα Φιλέτο 600g,7.35,12.25,7thalasses_glossa_fileto_54973.jpg,0,Ψάρια Κατεψυγμένα,Kg,,efood,24-07-2024,30-07-2024,,
10,57293,Mevgal Fresh Milk Full Fat 3.5% 1l,1.65,1.65,mevgal_fresh_milk_full_fat_57293.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,efood,24-07-2024,30-07-2024,,
11,57292,Mevgal Fresh Milk Low Fat 1.5% 1l,1.65,1.65,mevgal_fresh_milk_low_fat_57292.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,efood,24-07-2024,30-07-2024,,
12,29271,Νουνού Γάλα Εβαπορέ Light 400g,1.25,3.13,nounou_evapore_light_29271.jpg,0,Γάλα Εβαπορέ,lt,,efood,24-07-2024,30-07-2024,,
12,29331,Νουνού Γάλα Εβαπορέ Πλήρες 400g,1.25,3.13,nounou_evepore_plires_29331.jpg,0,Γάλα Εβαπορέ,lt,,efood,24-07-2024,30-07-2024,,
13,26706,Δέλτα Μικρές Οικογενειακές Φάρμες Γιαούρτι Διπλοστραγγιστό 10% 2x200g,2.28,3.79,delta_mikres_oikogeniakes_farmes_giaourti_10%_26706.jpeg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,efood,24-07-2024,30-07-2024,,
14,26707,Δέλτα Μικρές Οικογενειακές Φάρμες Γιαούρτι Διπλοστραγγιστό 2% 2x200g,2.28,3.79,delta_mikres_oikogeniakes_farmes_giaourti_2%_26707.jpeg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,efood,24-07-2024,30-07-2024,,
15,40641,Όλυμπος Φέτα Βαρελίσια Π.Ο.Π. σε Άλμη 300g,5.20,17.33,olympos_feta_varelisia_almi_300gr_40641.jpg,0,Τυρί Φέτα,kg,,efood,24-07-2024,30-07-2024,,
16,51685,Alpiland Gouda Αυστρίας σε Φέτες 200g,2.81,14.03,alpiland_gouda_austrias_fetes_51685.jpg,0,Τυρί Γκούντα,kg,,efood,24-07-2024,30-07-2024,,
17,51686,Alpiland Gouda Light Αυστρίας σε Φέτες 200g,2.89,14.45,Alpiland_Austrian_Light_Gouda_in_Slices_200g_51686.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,efood,24-07-2024,30-07-2024,,
18,52675,Γκρέκα Συμπυκνωμένος Χυμός Ντομάτας 500g,0.68,1.35,gkrekas_sympiknomenos_xymos_tomata_52675.png,0,Χυμός Τομάτας Διατηρημένος,kg,,efood,24-07-2024,30-07-2024,,
19,52209,Χρυσά Αυγά Αχυρώνα με Βιταμίνη D 53-63g 6τεμ -0.5€,3.75,0.63,chrysa_avga_achyrona_vitaminid_52209.jpg,0,Αυγά,τμχ,,efood,24-07-2024,30-07-2024,,
19,39313,Χρυσά Αυγά Κατηγορία Α 6τεμ,2.65,0.44,chrysa_avga_a6_39313.jpg,0,Αυγά,τμχ,,efood,24-07-2024,30-07-2024,,
20,54878,Super Fresco Μαργαρίνη 70% Πλάκα 200g,1.00,5.00,super_fresco_margarine_plaka_54878.jpg,0,Μαργαρίνες,kg,,efood,24-07-2024,30-07-2024,,
21,8526,Μινέρβα Χωριό Εξαιρετικό Παρθένο Ελαιόλαδο Ποικιλία Κορονέικη 1l,14.30,14.30,exeretiko_partheno_eleolado_chorio_minerva_8526.jpg,0,Παρθένο Ελαιόλαδο,lt,,efood,24-07-2024,30-07-2024,,
22,52671,Sanola Ηλιέλαιο 1l,1.28,1.28,sanola_ilielaio_52671-1lt.png,0,Ηλιέλαιο,lt,,efood,24-07-2024,30-07-2024,,
23,54419,Μπάρμπα Στάθης Φασολάκια Πλατιά 900g,3.80,4.22,mparmpa_stathis_fasolakia_platia_54419.jpg,0,Λαχανικά Κατεψυγμένα,kg,,efood,24-07-2024,30-07-2024,,
23,54418,Μπάρμπα Στάθης Αρακάς 900g,3.85,4.28,mparmpa_stathis_arakas_54418.jpg,0,Λαχανικά Κατεψυγμένα,kg,,efood,24-07-2024,30-07-2024,,
24,30009,Ζάχαρη Λευκή Kρυσταλλική 1kg,1.58,1.58,zachari_30009.jpg,0,Λευκή Ζάχαρη,kg,,efood,24-07-2024,30-07-2024,,
25,53456,Γιώτης Φαρίν Λακτέ 300g -0.5€,3.25,10.83,Jotis_Farin_Lacte_300g_-0.5€_53456.jpg,0,Κρέμες για βρέφη,kg,,efood,24-07-2024,30-07-2024,,
26,34055,Νουνού Βρεφικό Γάλα Noulac 400g,1.70,4.25,vrefiko_gala_noulac_34055.jpg,0,Γάλα για βρέφη,kg,,efood,24-07-2024,30-07-2024,,
27,25734,Bravo Ελληνικός Καφές Κλασικός 193g,4.10,21.24,bravo_ellinikos_kafes_klasikos_25734.jpg,0,Ελληνικός Καφές,kg,,efood,24-07-2024,30-07-2024,,
28,53352,Nescafe Καφές Στιγμιαίος Gold Blend 95g,6.70,70.53,nescafe_coffee_stigmieos_gold_blend_95_53352.jpg,0,Στιγμιαίος Καφές,kg,,efood,24-07-2024,30-07-2024,,
29,2742,Jacobs Καφές Φίλτρου Flavours Φουντούκι 250g,5.56,22.24,kafes_filtrou_jacobs_fountouki_2742.jpg,0,Γαλλικός Καφές,kg,,efood,24-07-2024,30-07-2024,,
30,51820,Slim Line Γλυκαντικό με Stevia 150g,5.95,39.67,glykantiko_slimline_stevia_crystal_150gr_51820.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,diabetes,efood,24-07-2024,30-07-2024,,
32,8392,3 Άλφα Φακές Ψιλές 500g,2.12,4.23,3a_fakes_psiles_isagogis_500g_8392.jpg,0,Φακές,kg,,efood,24-07-2024,30-07-2024,,
33,3566,Amita Πορτοκάλι 100% 1l,1.70,1.70,amita_portokali_3566.jpg,0,Χυμός Πορτοκάλι,lt,,efood,24-07-2024,30-07-2024,,
35,54121,Skip Πανίσχυρο Υγρό Πλυντηρίου Ρούχων 729ml 27μεζ,12.80,0.47,skip_panishyro_ygro_aporrypantiko_729ml_54930.png,0,Απορρυπαντικά Πλυντηρίου,μεζ,,efood,24-07-2024,30-07-2024,,
36,16145,Klinex Χλωρίνη Ultra Protection Λεμόνι 1.25l,3.20,2.56,klinex_chlorini_ulptra_protection_lemon_16145.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,efood,24-07-2024,30-07-2024,,
37,48310,Ava Perle Υγρό Πιάτων Χαμομήλι 430ml,1.84,4.28,ava_perle_chamomile_430_48310.jpg,0,Απορρυπαντικά Πιάτων,lt,,efood,24-07-2024,30-07-2024,,
37,48311,Ava Perle Υγρό Πιάτων Χαμομήλι & Λεμόνι 430ml,1.84,4.28,ava_perle_chamomile_lemon_430_48311.jpg,0,Απορρυπαντικά Πιάτων,lt,,efood,24-07-2024,30-07-2024,,
38,51621,Endless Economy Ρολό Κουζίνας 2 Φύλλων 800g,2.17,2.71,rolo_kouzinas_endless_econmy_800g_51621.jpg,0,Χαρτί Κουζίνας,kg,,efood,24-07-2024,30-07-2024,,
39,18723,AIM Οδοντόκρεμα White Now 75ml,2.94,39.20,odontokrema_aim_white_now_18723.jpg,0,Οδοντόκρεμα,kg,,efood,24-07-2024,30-07-2024,,
40,51620,Endless Rich & Soft Χαρτί Υγείας 3 Φύλλων 10τεμ,3.40,0.34,rola_ygeias_endless_rich_soft_3fyllo_51620.jpg,0,Χαρτί Υγείας,τμχ,,efood,24-07-2024,30-07-2024,,
41,41525,Everyday Hyperdry Σερβιέτες Maxi Night Ultra Plus Value Pack 18τεμ,3.74,0.21,everyday_servietes_hyperdry_maxi_night_ultra_plus_value_pach_41525.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,efood,24-07-2024,30-07-2024,,
41,52652,Everyday Fresh Σερβιέτες Maxi Night Ultra Plus Value Pack 18τεμ,3.90,0.22,everyday_servietes_anatomic_allcotton_52652.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,efood,24-07-2024,30-07-2024,,
42,0966,Quaker Νιφάδες Βρώμης σε Κουτί 500g,3.35,6.70,Quaker_Oats_Container_0966_.jpg,0,Προϊόντα Βρώμης,kg,diabetes,efood,24-07-2024,30-07-2024,,
43,26758,Orzene Σαμπουάν Μπύρας για Κανονικά Μαλλιά 400ml,3.68,9.19,orzene_sampouan_beer_kaninika_26758.jpg,0,Σαμπουάν,lt,,efood,24-07-2024,30-07-2024,,
44,39634,Αρκάδι Πράσινο Σαπούνι με Ελαιόλαδο 150g,1.16,7.74,arkadi_sapouni_eleoladou_atomiko_prasino_39634.jpg,0,Σαπούνι Στερεό,kg,,efood,24-07-2024,30-07-2024,,
45,54266,Sani Pants Εσώρουχο Ελαστικό Ακράτειας Sensitive Large No3 10+4τεμ Δώρο,17.37,1.24,sani_pants_elastiko_esorouho_akratias_NO3_54266.jpg,0,Πάνες Ακράτειας,τμχ,,efood,24-07-2024,30-07-2024,,
46,52389,Pampers Πάνες Βρακάκι Maxi Νο5 42τεμ,20.06,0.48,pampers_panes_pants_no5_52389.jpg,0,Πάνες για Μωρά,τμχ,,efood,24-07-2024,30-07-2024,,
47,52052,Agnotis Μωρομάντηλα 70τεμ 2+1 Δώρο,4.95,0.02,agnotis_moromantila_52052.jpg,0,Μωρομάντηλα,τμχ,,efood,24-07-2024,30-07-2024,,
48,52336,Septona Baby Σαμπουάν & Αφρόλουτρο με Βάλσαμο & Λεβάντα 500ml,3.94,7.88,septona_baby_sampouan_afroloutro_valsamo_levanta_500ml_52336.jpg,0,Σαμπουάν για Μωρά,lt,,efood,24-07-2024,30-07-2024,,
49,16499,Pedigree Markies Μπισκότα Γεμιστά με Μεδούλι 500g,4.15,8.30,pedigree_biscota_16499.jpg,0,Τροφή για Σκύλους,kg,,efood,24-07-2024,30-07-2024,,
49,16498,Pedigree Μπισκότα για Ενήλικους Σκύλους Biscrok 500g,4.15,8.30,pedigree_biscota_16498.jpg,0,Τροφή για Σκύλους,kg,,efood,24-07-2024,30-07-2024,,
50,49348,Whiskas Ξηρά Τροφή Γάτας Κροκέτες Γεμιστές με Κοτόπουλο 300g,2.40,8.00,whiskas_mekotopoylo_300g_49348.jpg,0,Τροφή για γάτες,kg,,efood,24-07-2024,30-07-2024,,
50,49498,Whiskas Ξηρά Τροφή Γάτας Κροκέτες Γεμιστές με Μοσχάρι 300g,2.40,8.00,whiskas_memosxari_300g_49498.jpg,0,Τροφή για γάτες,kg,,efood,24-07-2024,30-07-2024,,
51,34619,Μύλοι Αγίου Γεωργίου Αλεύρι Για Όλες τις Χρήσεις 1kg -0.38€,1.80,1.80,miloi_agiou_georgiou_alevri_gia_oles_tis_xriseis_1kg_34619.jpg,0,Αλεύρι,kg,,efood,24-07-2024,30-07-2024,,
52,54404,Φλωρίδης Τας Κεμπάπ 500g,5.75,11.50,floridis_moshari_katsarola_54404.jpg,0,Μοσχάρι,kg,,efood,24-07-2024,30-07-2024,,
53,44882,Ifantis Πάριζα Βραστή 10 Φέτες 160g -0.2€,1.75,10.94,yfantis_pariza_vrasti_44882.jpg,0,Πάριζα,kg,,efood,24-07-2024,30-07-2024,,
54,49962,Δέλτα MμμMilk Γάλα Οικογενειακό Light 1l,2.05,2.05,Δέλτα MμμMilk Γάλα Οικογενειακό Light 1l 49962.jpg,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,efood,24-07-2024,30-07-2024,,
55,49961,Δέλτα MμμMilk Γάλα Οικογενειακό Πλήρες 1l,2.05,2.05,Δέλτα MμμMilk Γάλα Οικογενειακό Πλήρες 1l 49961.jpg,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,efood,24-07-2024,30-07-2024,,
56,49038,Όλυμπος Λευκό Τυρί Χωριάτικο σε Άλμη 400g,6.00,15.00,lefko_tyri_olympos_49038.jpg,0,Λευκό τυρί,kg,,efood,24-07-2024,30-07-2024,,
57,8395,3 Άλφα Φασόλια Μέτρια 500g,2.43,4.86,3a_fasolia_metria_isagogis_500g_8395.jpg,0,Φασόλια,kg,,efood,24-07-2024,30-07-2024,,
58,8400,3 Άλφα Ρεβύθια Αποφλοιωμένα 500g,3.38,6.75,3a_revithia_8400.jpg,0,Ρεβύθια,kg,,efood,24-07-2024,30-07-2024,,
1,4100012634,Ρύζι Καρολίνα Ομοσπονδία (500g) ,0.96,1.92,4100012634.jpg,0,Ρύζι,Kg,,e-Fresh,24-07-2024,30-07-2024,,
2,4100024334,Τοστ Σταρένιο Κατσέλης (720g) ,1.37,1.90,4100024334.jpg,0,Ψωμί για Tοστ,Kg,,e-Fresh,24-07-2024,30-07-2024,,
3,4100146454,Ψωμί Σταρένιο Διπλοζυμωτό σε Φέτες Κατσέλης (500g) ,1.68,3.36,4100146454.jpg,0,Ψωμί Φραντζόλα,Kg,,e-Fresh,24-07-2024,30-07-2024,,
4,4100004915,Φρυγανιές Σίκαλης Elite (360 g) 3+1 δώρο ,2.08,5.78,4100004915.jpg,0,Φρυγανιές,Kg,,e-Fresh,24-07-2024,30-07-2024,,
5,4100012869,Σπαγγέτι Νο 6 Όμικρον  (500 g),0.61,1.22,4100012869.jpg,0,Μακαρόνια Νο 6,Kg,,e-Fresh,24-07-2024,30-07-2024,,
6,4100144736,Τηγανιά Χοιρινή Νωπή EE Νιτσιάκος (500 g) ,3.41,6.82,4100144736.jpg,0,Νωπό Χοιρινό,Kg,,e-Fresh,24-07-2024,30-07-2024,,
7,4100136530,Cordon bleu κοτόπουλου πανέ κατεψυγμένα ΑΙΑ (240g) ,3.08,12.83,4100136530.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,e-Fresh,24-07-2024,30-07-2024,,
8,4100000481,Φιλέτο Γαλοπούλας Καπνιστό 10 Φέτες Tostaki Creta Farms (160 g),2.79,17.44,4100000481.jpg,0,Γαλοπούλα,Kg,,e-Fresh,24-07-2024,30-07-2024,,
9,4100018273,Μπακαλιάρος χωρίς κεφάλι Αργεντινής Κατεψυγμένος Atlantikos (700g - κ.β.665g),4.05,6.09,4100018273.jpg,0,Ψάρια Κατεψυγμένα,Kg,,e-Fresh,24-07-2024,30-07-2024,,
10,4100012175,Γάλα Φρέσκο Πλήρες Μανδρέκας (1 lt) ,1.47,1.47,4100012175.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,e-Fresh,24-07-2024,30-07-2024,,
11,4100012176,Γάλα Φρέσκο Ελαφρύ Μανδρέκας (1 lt) ,1.47,1.47,4100012176.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,e-Fresh,24-07-2024,30-07-2024,,
12,4100001977,Γάλα Συμπυκνωμένο Πλήρες ΝΟΥΝΟΥ (400g),1.35,3.38,4100001977.jpg,0,Γάλα Εβαπορέ,lt,,e-Fresh,24-07-2024,30-07-2024,,
13,4100001103,"Γιαούρτι Αγελάδος 3,9% λιπαρά 2+1 Δώρο Κρι Κρι (3x200 g)",2.46,4.10,4100001103.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,e-Fresh,24-07-2024,30-07-2024,,
14,4100001104,Γιαούρτι Αγελάδος 2% λιπαρά 2+1 Δώρο Κρι Κρι (3x200 g),2.46,4.10,4100001104.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,e-Fresh,24-07-2024,30-07-2024,,
15,4100012704,Τυρί Φέτα Π.Ο.Π Μυτιλήνης Λεσβιγάλ (400g),4.34,10.85,4100012704.jpg,0,Τυρί Φέτα,kg,,e-Fresh,24-07-2024,30-07-2024,,
16,4100002058,Τυρί Gouda σε Φέτες Novo (9 Φέτες) (200 g),1.53,7.65,4100002058.jpg,0,Τυρί Γκούντα,kg,,e-Fresh,24-07-2024,30-07-2024,,
17,4100017681,Τυρί Gouda Light σε φέτες Leader (9 Φέτες) (200 g),2.2,11,4100017681.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,e-Fresh,24-07-2024,30-07-2024,,
18,4100002072,Τομάτα Πασσάτα Ομοσπονδία (500 g),0.94,1.88,4100002072.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,e-Fresh,24-07-2024,30-07-2024,,
19,4100145778,"Αυγά Φρέσκα διαφόρων μεγεθών 6τεμ, Χρυσά Αυγά (ελάχιστο βάρος 260g) ",1.92,0.32,4100145778.jpg,0,Αυγά,τμχ,,e-Fresh,24-07-2024,30-07-2024,,
20,4100143504,Μαργαρίνη Κλασικό Super Fresco (200 g),0.9,4.50,4100143504.jpg,0,Μαργαρίνες,kg,,e-Fresh,24-07-2024,30-07-2024,,
21,4100004422,Κλασικό Ελαιόλαδο Μινέρβα (2 lt) ,36.9,9.22,4100004422.jpg,0,Παρθένο Ελαιόλαδο,lt,,e-Fresh,24-07-2024,30-07-2024,,
22,4100015260,Ηλιέλαιο Sanola (1 lt),3.75,3.75,4100015260.jpg,0,Ηλιέλαιο,lt,,e-Fresh,24-07-2024,30-07-2024,,
23,4100003082,Αρακάς Κατεψυγμένος Αίνος (450 g),2.17,4.82,4100003082.jpg,0,Λαχανικά Κατεψυγμένα,kg,,e-Fresh,24-07-2024,30-07-2024,,
23,4100003206,Φασολάκια Πλατιά Κατεψυγμένα Αίνος (1 Κg),2.98,2.98,4100003206.jpg,0,Λαχανικά Κατεψυγμένα,kg,,e-Fresh,24-07-2024,30-07-2024,,
24,4100015743,Ζάχαρη Λευκή Κρυσταλλική (1 Kg),0.88,0.88,4100015743.jpg,0,Λευκή Ζάχαρη,kg,,e-Fresh,24-07-2024,30-07-2024,,
25,4500002535,"Φαρίν Λακτέ Γιώτης (300 g) -0,50",2.72,9.07,4500002535.jpg,0,Κρέμες για βρέφη,kg,,e-Fresh,24-07-2024,30-07-2024,,
26,4500002321,Γάλα 2ης Βρεφικής Ηλικίας Συμπυκνωμένο Noulac ΝΟΥΝΟΥ (400 g),1.42,3.55,4500002321.jpg,0,Γάλα για βρέφη,kg,,e-Fresh,24-07-2024,30-07-2024,,
27,4100005791,Καφές Ελληνικός Κλασικός Bravo (95 g) ,1.95,20.53,4100005791.jpg,0,Ελληνικός Καφές,kg,,e-Fresh,24-07-2024,30-07-2024,,
28,4100005761,Καφές Στιγμιαίος Jacobs (50 g) ,1.99,39.8,4100005761.jpg,0,Στιγμιαίος Καφές,kg,,e-Fresh,24-07-2024,30-07-2024,,
29,4100141165,Βιολογικός καφές φίλτρου Africa Tierra Lavazza (180 g) ,4.23,23.5,4100141165.jpg,0,Γαλλικός Καφές,kg,,e-Fresh,24-07-2024,30-07-2024,,
30,4100146162,"Ζαχαρίνη 120 δισκία Sweet n' Low (7,2 g) ",3.39,0.028,4100146162.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,diabetes,e-Fresh,24-07-2024,30-07-2024,,
32,4100005568,Φακές Ψιλές Ωμέγα (500 g) ,1.68,3.36,4100005568.jpg,0,Φακές,kg,,e-Fresh,24-07-2024,30-07-2024,,
33,4200000340,Φυσικός χυμός πορτοκάλι Λακωνία (1 Lt),1.60,1.60,4200000340.jpg,0,Χυμός Πορτοκάλι,lt,,e-Fresh,24-07-2024,30-07-2024,,
35,4400004320,"Απορρυπαντικό πλυντηρίου ρούχων σε σκόνη Essex multi (50 μεζ/ 2,4kg) ",6.59,0.15,4400004320.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,e-Fresh,24-07-2024,30-07-2024,,
35,4400003762,Υγρό Απορρυπαντικό Πλυντηρίου Ρούχων Delicat Rol (20Μεζ / 1lt) ,3.77,0.16,4400003762.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,e-Fresh,24-07-2024,30-07-2024,,
36,4400001594,Χλωροκαθαριστικό Παχύρευστο Κίτρινο Ultra Chloroactive Endless (750ml) ,1.29,1.72,4400001594.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,e-Fresh,24-07-2024,30-07-2024,,
37,4400002050,Υγρό Πιάτων Λεμόνι και Βότανα Endless (500ml) ,1.4,2.8,4400002050.jpg,0,Απορρυπαντικά Πιάτων,lt,,e-Fresh,24-07-2024,30-07-2024,,
