barcode,name,parent_categ,category_name,category_uuid,price,price_normalized,unit,image,diabetes,merchant_name,merchant_displayname,pl,from,until
80042934,BABYLINO ΠΑΝΕΣ SENS.ECON. ΝΟ6 13-18KG 38T,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες για Μωρά,46,10.55,0.28,τμχ,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
80042935,BABYLINO SENSITIVE ECON. ΝΟ7 15+KG/36Τ,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες για Μωρά,46,10.55,0.29,τμχ,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
80040359,SEPTONA ΜΩΡΟΜ/ΛΑ DERMASOFT FAMILY 100T,"Χαρτικά, Πάνες & Σερβιέτες",Μωρομάντηλα,47,1.22,0.01,τμχ,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
80011886,ΓΑΛΑΞΙΑΣ ΒΡΕΦ.ΑΦΡ.&ΣΑΜ.0+DELIC.CHAM.400M,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαμπουάν για Μωρά,48,1.79,4.48,lt,default_kalathi.png,,galaxias,Γαλαξίας,1,2024-07-24,2024-07-30
80011887,ΓΑΛΑΞΙΑΣ ΒΡΕΦ.ΑΦΡ.&ΣΑΜ.0+SWEET LAV.400M,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαμπουάν για Μωρά,48,1.79,4.48,lt,default_kalathi.png,,galaxias,Γαλαξίας,1,2024-07-24,2024-07-30
80006834,SEPTONA BABY ΣΑΜ.&ΑΦΡ/ΤΡΟ ΒΑΛ.&ΑΛΟΗ 500ML,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαμπουάν για Μωρά,48,2.43,4.86,lt,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
431220,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΚΑΡΔΙΑ 1250ΓΡ.,Τροφές & Είδη για Κατοικίδια,Τροφή για Σκύλους,49,1.98,1.58,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
431221,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΛΑΧANIKA 1250ΓΡ.,Τροφές & Είδη για Κατοικίδια,Τροφή για Σκύλους,49,1.98,1.58,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
431218,FLIK - FLOK ΣΚΥΛΟΤΡΟΦΗ ΚΟΤΟΠΟΥΛΟ/ΓΑΛΟΠΟΥΛΑ 1250ΓΡ.,Τροφές & Είδη για Κατοικίδια,Τροφή για Σκύλους,49,1.98,1.58,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
431222,FLIK - FLOK ΓΑΤΟΤΡΟΦΗ ΒΟΔΙΝΟ & ΚΑΡΔΙΑ 405ΓΡ.,Τροφές & Είδη για Κατοικίδια,Τροφή για γάτες,50,0.85,2.1,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
431223,FLIK - FLOK ΓΑΤ/ΦΗ ΚΟΤΟΠ.-ΓΑΛΟΠ.405ΓΡ.,Τροφές & Είδη για Κατοικίδια,Τροφή για γάτες,50,0.85,2.1,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
431311,FLIK - FLOK ΓΑΤΟΤΡΟΦΗ ΨΑΡΙ - ΣΟΛΟΜΟΣ 405ΓΡ.,Τροφές & Είδη για Κατοικίδια,Τροφή για γάτες,50,0.85,2.1,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
2106101,ΓΙΩΤΗΣ 2+1ΔΩΡΟ ΑΛΕΥΡΙ Γ.Ο.Χ. 1KG.,Τρόφιμα Παντοπωλείου,Αλεύρι,51,2.94,0.98,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
80006356,ΜΥΛΟΙ 2+1ΔΩΡΟ ΑΓ.ΓΕΩΡΓ.Γ.Ο.Χ.ΑΛΕΥΡΙ 1KGR,Τρόφιμα Παντοπωλείου,Αλεύρι,51,2.96,0.99,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
80021681,ΣΤΗΘΟΣ ΒΟΕΙΟΥ Μ/Ο ΓΑΛΛΙΑΣ - ΙΣΠΑΝΙΑΣ (Μόνο καταστήματα με τμήμα Κρεοπωλείου),Φρέσκο Κρέας,Μοσχάρι,52,7.9,7.9,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
381052,TOSTAKI ΠΑΡΙΖΑ ΤΟΣΤ,Αλλαντικά,Πάριζα,53,4.61,4.61,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
80011904,TOSTAKI ΠΑΡΙΖΑ ΦΕΤΕΣ 160ΓΡ.,Αλλαντικά,Πάριζα,53,1.12,7.0,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
80043526,ALPILAND ΓΑΛΑ ΥΨΗΛΗΣ ESL 3.5% ΛΙΠ. 1LT ,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα υψηλής παστερίωσης πλήρες,54,1.27,1.27,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
80043527,ALPILAND ΓΑΛΑ ΥΨΗΛΗΣ ESL 1.5% ΛΙΠ. 1LT  ,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα παστερίωσης με χαμηλά λιπαρά,55,1.27,1.27,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
350227,ΛΕΥΚΟ ΤΥΡΙ ΑΓΕΛΑΔΙΝΟ ΔΟΧΕΙΟ ,Τυροκομικά & Φυτικά Αναπληρώματα,Λευκό τυρί,56,5.98,5.98,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
80032407,ΑΡΙΣΤΟΝ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 1KG,Τρόφιμα Παντοπωλείου,Φασόλια,57,2.98,2.98,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
80030709,ΑΡΙΣΤΟΝ ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ 1KG,Τρόφιμα Παντοπωλείου,Ρεβύθια,58,3.38,3.38,kg,default_kalathi.png,,galaxias,Γαλαξίας,0,2024-07-24,2024-07-30
53831,Voion Ρύζι Κίτρινο Τύπου Μπονέτ Ελληνικό 500g,Τρόφιμα Παντοπωλείου,Ρύζι,1,1.8,3.6,Kg,voion_ryzi_kitrino_greek_53831.jpg,,efood,efood,0,2024-07-24,2024-07-30
53834,Voion Ρύζι Γλασσέ Ελληνικό 500g,Τρόφιμα Παντοπωλείου,Ρύζι,1,1.55,3.1,Kg,voion_ryzi_glasse_53834.jpg,,efood,efood,0,2024-07-24,2024-07-30
53833,Voion Ρύζι Νυχάκι Ελληνικό 500g,Τρόφιμα Παντοπωλείου,Ρύζι,1,1.7,3.4,Kg,voion_ryzi_nyxaki_53833.jpg,,efood,efood,0,2024-07-24,2024-07-30
53832,Voion Ρύζ Καρολίνα Ελληνικό 500g,Τρόφιμα Παντοπωλείου,Ρύζι,1,2.0,4.0,Kg,voion_ryzi_karolina_53832.jpg,,efood,efood,0,2024-07-24,2024-07-30
43618,Καραμολέγκος Ψωμί Τοστ Σταρένιο 680g,Είδη Αρτοζαχαροπλαστείου,Ψωμί για Tοστ,2,1.2,1.77,Kg,karamolegkos_tost_starenio_43618.jpg,,efood,efood,0,2024-07-24,2024-07-30
43613,Κατσέλης Ψωμί Τοστ Ολικής Άλεσης 720g,Είδη Αρτοζαχαροπλαστείου,Ψωμί για Tοστ,2,1.91,2.66,Kg,katselis_psomi_fetes_olikis_43613.jpg,,efood,efood,0,2024-07-24,2024-07-30
55324,Κατσέλης Διπλοζυμωτό Σταρένιο Προζυμένιο Ψωμί Σε Φέτες 500g,Είδη Αρτοζαχαροπλαστείου,Ψωμί Φραντζόλα,3,1.7,3.4,Kg,katselis_diplozimoto_starenio_prozymenio_fetes_500gr_55324.jpg,,efood,efood,0,2024-07-24,2024-07-30
12724,Elite Φρυγανιές Classic Σταρένιες 4x125g 3+1 Δώρο,Είδη Αρτοζαχαροπλαστείου,Φρυγανιές,4,1.76,3.51,Kg,elite_friganies_starenies_12724.jpg,,efood,efood,0,2024-07-24,2024-07-30
44135,Melissa Spaghetti Νo6 500g,Τρόφιμα Παντοπωλείου,Μακαρόνια Νο 6,5,0.84,1.68,Kg,melissa_spaggeti_no6_44135.jpg,,efood,efood,0,2024-07-24,2024-07-30
54400,Φλωρίδης Μπριζόλα Χοιρινή Με Οστό 700g,Φρέσκο Κρέας,Νωπό Χοιρινό,6,6.1,8.71,Kg,floridis_mprizola_hoirini_osto_54400.jpg,,efood,efood,0,2024-07-24,2024-07-30
53662,Mimikos Μπουτάκια Κοτόπουλο 590g,Φρέσκο Κρέας,Νωπό Κοτόπουλο Ολόκληρο,7,8.05,13.64,Kg,mimikos_mpoutakia_kotopoulo_590gr_53662.jpg,,efood,efood,0,2024-07-24,2024-07-30
44881,Ifantis Φιλέτο Γαλοπούλα Βραστή 160g -0.2€,Αλλαντικά,Γαλοπούλα,8,2.86,17.27,Kg,yfantis_fileto_galopoulas_vrastis_44881.jpg,,efood,efood,0,2024-07-24,2024-07-30
44880,Ifantis Φιλέτο Γαλοπούλα Καπνιστή 160g -0.2€,Αλλαντικά,Γαλοπούλα,8,2.82,17.63,Kg,yfantis_fileto_galopoulas_kapnisti_44880.jpg,,efood,efood,0,2024-07-24,2024-07-30
54973,7 Θάλασσες Γλώσσα Φιλέτο 600g,Κατεψυγμένα,Ψάρια Κατεψυγμένα,9,7.35,12.25,Kg,7thalasses_glossa_fileto_54973.jpg,,efood,efood,0,2024-07-24,2024-07-30
57293,Mevgal Fresh Milk Full Fat 3.5% 1l,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Φρέσκο Πλήρες,10,1.65,1.65,lt,mevgal_fresh_milk_full_fat_57293.jpg,,efood,efood,0,2024-07-24,2024-07-30
57292,Mevgal Fresh Milk Low Fat 1.5% 1l,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),11,1.65,1.65,lt,mevgal_fresh_milk_low_fat_57292.jpg,,efood,efood,0,2024-07-24,2024-07-30
29271,Νουνού Γάλα Εβαπορέ Light 400g,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Εβαπορέ,12,1.25,3.13,lt,nounou_evapore_light_29271.jpg,,efood,efood,0,2024-07-24,2024-07-30
29331,Νουνού Γάλα Εβαπορέ Πλήρες 400g,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Εβαπορέ,12,1.25,3.13,lt,nounou_evepore_plires_29331.jpg,,efood,efood,0,2024-07-24,2024-07-30
26706,Δέλτα Μικρές Οικογενειακές Φάρμες Γιαούρτι Διπλοστραγγιστό 10% 2x200g,"Γιαούρτια, Κρέμες γάλακτος & Επιδόρπια ψυγείου",Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,13,2.28,3.79,kg,delta_mikres_oikogeniakes_farmes_giaourti_10%_26706.jpeg,,efood,efood,0,2024-07-24,2024-07-30
26707,Δέλτα Μικρές Οικογενειακές Φάρμες Γιαούρτι Διπλοστραγγιστό 2% 2x200g,"Γιαούρτια, Κρέμες γάλακτος & Επιδόρπια ψυγείου",Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),14,2.28,3.79,kg,delta_mikres_oikogeniakes_farmes_giaourti_2%_26707.jpeg,,efood,efood,0,2024-07-24,2024-07-30
40641,Όλυμπος Φέτα Βαρελίσια Π.Ο.Π. σε Άλμη 300g,Τυροκομικά & Φυτικά Αναπληρώματα,Τυρί Φέτα,15,5.2,17.33,kg,olympos_feta_varelisia_almi_300gr_40641.jpg,,efood,efood,0,2024-07-24,2024-07-30
51685,Alpiland Gouda Αυστρίας σε Φέτες 200g,Τυροκομικά & Φυτικά Αναπληρώματα,Τυρί Γκούντα,16,2.81,14.03,kg,alpiland_gouda_austrias_fetes_51685.jpg,,efood,efood,0,2024-07-24,2024-07-30
51686,Alpiland Gouda Light Αυστρίας σε Φέτες 200g,Τυροκομικά & Φυτικά Αναπληρώματα,Τυρί με Χαμηλά Λιπαρά,17,2.89,14.45,kg,Alpiland_Austrian_Light_Gouda_in_Slices_200g_51686.jpg,,efood,efood,0,2024-07-24,2024-07-30
52675,Γκρέκα Συμπυκνωμένος Χυμός Ντομάτας 500g,Τρόφιμα Παντοπωλείου,Χυμός Τομάτας Διατηρημένος,18,0.68,1.35,kg,gkrekas_sympiknomenos_xymos_tomata_52675.png,,efood,efood,0,2024-07-24,2024-07-30
52209,Χρυσά Αυγά Αχυρώνα με Βιταμίνη D 53-63g 6τεμ -0.5€,"Αυγά, Βούτυρο, Νωπές Ζύμες & Ζωμοί",Αυγά,19,3.75,0.63,τμχ,chrysa_avga_achyrona_vitaminid_52209.jpg,,efood,efood,0,2024-07-24,2024-07-30
39313,Χρυσά Αυγά Κατηγορία Α 6τεμ,"Αυγά, Βούτυρο, Νωπές Ζύμες & Ζωμοί",Αυγά,19,2.65,0.44,τμχ,chrysa_avga_a6_39313.jpg,,efood,efood,0,2024-07-24,2024-07-30
54878,Super Fresco Μαργαρίνη 70% Πλάκα 200g,Τυροκομικά & Φυτικά Αναπληρώματα,Μαργαρίνες,20,1.0,5.0,kg,super_fresco_margarine_plaka_54878.jpg,,efood,efood,0,2024-07-24,2024-07-30
8526,Μινέρβα Χωριό Εξαιρετικό Παρθένο Ελαιόλαδο Ποικιλία Κορονέικη 1l,Τρόφιμα Παντοπωλείου,Παρθένο Ελαιόλαδο,21,14.3,14.3,lt,exeretiko_partheno_eleolado_chorio_minerva_8526.jpg,,efood,efood,0,2024-07-24,2024-07-30
52671,Sanola Ηλιέλαιο 1l,Τρόφιμα Παντοπωλείου,Ηλιέλαιο,22,1.28,1.28,lt,sanola_ilielaio_52671-1lt.png,,efood,efood,0,2024-07-24,2024-07-30
54419,Μπάρμπα Στάθης Φασολάκια Πλατιά 900g,Κατεψυγμένα,Λαχανικά Κατεψυγμένα,23,3.8,4.22,kg,mparmpa_stathis_fasolakia_platia_54419.jpg,,efood,efood,0,2024-07-24,2024-07-30
54418,Μπάρμπα Στάθης Αρακάς 900g,Κατεψυγμένα,Λαχανικά Κατεψυγμένα,23,3.85,4.28,kg,mparmpa_stathis_arakas_54418.jpg,,efood,efood,0,2024-07-24,2024-07-30
30009,Ζάχαρη Λευκή Kρυσταλλική 1kg,Τρόφιμα Παντοπωλείου,Λευκή Ζάχαρη,24,1.58,1.58,kg,zachari_30009.jpg,,efood,efood,0,2024-07-24,2024-07-30
53456,Γιώτης Φαρίν Λακτέ 300g -0.5€,Βρεφικές & Παιδικές τροφές,Κρέμες για βρέφη,25,3.25,10.83,kg,Jotis_Farin_Lacte_300g_-0.5€_53456.jpg,,efood,efood,0,2024-07-24,2024-07-30
34055,Νουνού Βρεφικό Γάλα Noulac 400g,Βρεφικές & Παιδικές τροφές,Γάλα για βρέφη,26,1.7,4.25,kg,vrefiko_gala_noulac_34055.jpg,,efood,efood,0,2024-07-24,2024-07-30
25734,Bravo Ελληνικός Καφές Κλασικός 193g,Είδη πρωινού & Ροφήματα,Ελληνικός Καφές,27,4.1,21.24,kg,bravo_ellinikos_kafes_klasikos_25734.jpg,,efood,efood,0,2024-07-24,2024-07-30
53352,Nescafe Καφές Στιγμιαίος Gold Blend 95g,Είδη πρωινού & Ροφήματα,Στιγμιαίος Καφές,28,6.7,70.53,kg,nescafe_coffee_stigmieos_gold_blend_95_53352.jpg,,efood,efood,0,2024-07-24,2024-07-30
2742,Jacobs Καφές Φίλτρου Flavours Φουντούκι 250g,Είδη πρωινού & Ροφήματα,Γαλλικός Καφές,29,5.56,22.24,kg,kafes_filtrou_jacobs_fountouki_2742.jpg,,efood,efood,0,2024-07-24,2024-07-30
51820,Slim Line Γλυκαντικό με Stevia 150g,Τρόφιμα Παντοπωλείου,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,30,5.95,39.67,kg,glykantiko_slimline_stevia_crystal_150gr_51820.jpg,diabetes,efood,efood,0,2024-07-24,2024-07-30
8392,3 Άλφα Φακές Ψιλές 500g,Τρόφιμα Παντοπωλείου,Φακές,32,2.12,4.23,kg,3a_fakes_psiles_isagogis_500g_8392.jpg,,efood,efood,0,2024-07-24,2024-07-30
3566,Amita Πορτοκάλι 100% 1l,"Αναψυκτικά, Νερά & Χυμοί",Χυμός Πορτοκάλι,33,1.7,1.7,lt,amita_portokali_3566.jpg,,efood,efood,0,2024-07-24,2024-07-30
54121,Skip Πανίσχυρο Υγρό Πλυντηρίου Ρούχων 729ml 27μεζ,Απορρυπαντικά & Είδη Καθαρισμού,Απορρυπαντικά Πλυντηρίου,35,12.8,0.47,μεζ,skip_panishyro_ygro_aporrypantiko_729ml_54930.png,,efood,efood,0,2024-07-24,2024-07-30
16145,Klinex Χλωρίνη Ultra Protection Λεμόνι 1.25l,Απορρυπαντικά & Είδη Καθαρισμού,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,36,3.2,2.56,lt,klinex_chlorini_ulptra_protection_lemon_16145.jpg,,efood,efood,0,2024-07-24,2024-07-30
48310,Ava Perle Υγρό Πιάτων Χαμομήλι 430ml,Απορρυπαντικά & Είδη Καθαρισμού,Απορρυπαντικά Πιάτων,37,1.84,4.28,lt,ava_perle_chamomile_430_48310.jpg,,efood,efood,0,2024-07-24,2024-07-30
48311,Ava Perle Υγρό Πιάτων Χαμομήλι & Λεμόνι 430ml,Απορρυπαντικά & Είδη Καθαρισμού,Απορρυπαντικά Πιάτων,37,1.84,4.28,lt,ava_perle_chamomile_lemon_430_48311.jpg,,efood,efood,0,2024-07-24,2024-07-30
51621,Endless Economy Ρολό Κουζίνας 2 Φύλλων 800g,"Χαρτικά, Πάνες & Σερβιέτες",Χαρτί Κουζίνας,38,2.17,2.71,kg,rolo_kouzinas_endless_econmy_800g_51621.jpg,,efood,efood,0,2024-07-24,2024-07-30
18723,AIM Οδοντόκρεμα White Now 75ml,Καλλυντικά & Είδη Προσωπικής υγιεινής,Οδοντόκρεμα,39,2.94,39.2,kg,odontokrema_aim_white_now_18723.jpg,,efood,efood,0,2024-07-24,2024-07-30
51620,Endless Rich & Soft Χαρτί Υγείας 3 Φύλλων 10τεμ,"Χαρτικά, Πάνες & Σερβιέτες",Χαρτί Υγείας,40,3.4,0.34,τμχ,rola_ygeias_endless_rich_soft_3fyllo_51620.jpg,,efood,efood,0,2024-07-24,2024-07-30
41525,Everyday Hyperdry Σερβιέτες Maxi Night Ultra Plus Value Pack 18τεμ,"Χαρτικά, Πάνες & Σερβιέτες",Σερβιέτες ή Ταμπόν,41,3.74,0.21,τμχ,everyday_servietes_hyperdry_maxi_night_ultra_plus_value_pach_41525.jpg,,efood,efood,0,2024-07-24,2024-07-30
52652,Everyday Fresh Σερβιέτες Maxi Night Ultra Plus Value Pack 18τεμ,"Χαρτικά, Πάνες & Σερβιέτες",Σερβιέτες ή Ταμπόν,41,3.9,0.22,τμχ,everyday_servietes_anatomic_allcotton_52652.jpg,,efood,efood,0,2024-07-24,2024-07-30
0966,Quaker Νιφάδες Βρώμης σε Κουτί 500g,Είδη πρωινού & Ροφήματα,Προϊόντα Βρώμης,42,3.35,6.7,kg,Quaker_Oats_Container_0966_.jpg,diabetes,efood,efood,0,2024-07-24,2024-07-30
26758,Orzene Σαμπουάν Μπύρας για Κανονικά Μαλλιά 400ml,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαμπουάν,43,3.68,9.19,lt,orzene_sampouan_beer_kaninika_26758.jpg,,efood,efood,0,2024-07-24,2024-07-30
39634,Αρκάδι Πράσινο Σαπούνι με Ελαιόλαδο 150g,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαπούνι Στερεό,44,1.16,7.74,kg,arkadi_sapouni_eleoladou_atomiko_prasino_39634.jpg,,efood,efood,0,2024-07-24,2024-07-30
54266,Sani Pants Εσώρουχο Ελαστικό Ακράτειας Sensitive Large No3 10+4τεμ Δώρο,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες Ακράτειας,45,17.37,1.24,τμχ,sani_pants_elastiko_esorouho_akratias_NO3_54266.jpg,,efood,efood,0,2024-07-24,2024-07-30
52389,Pampers Πάνες Βρακάκι Maxi Νο5 42τεμ,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες για Μωρά,46,20.06,0.48,τμχ,pampers_panes_pants_no5_52389.jpg,,efood,efood,0,2024-07-24,2024-07-30
52052,Agnotis Μωρομάντηλα 70τεμ 2+1 Δώρο,"Χαρτικά, Πάνες & Σερβιέτες",Μωρομάντηλα,47,4.95,0.02,τμχ,agnotis_moromantila_52052.jpg,,efood,efood,0,2024-07-24,2024-07-30
52336,Septona Baby Σαμπουάν & Αφρόλουτρο με Βάλσαμο & Λεβάντα 500ml,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαμπουάν για Μωρά,48,3.94,7.88,lt,septona_baby_sampouan_afroloutro_valsamo_levanta_500ml_52336.jpg,,efood,efood,0,2024-07-24,2024-07-30
16499,Pedigree Markies Μπισκότα Γεμιστά με Μεδούλι 500g,Τροφές & Είδη για Κατοικίδια,Τροφή για Σκύλους,49,4.15,8.3,kg,pedigree_biscota_16499.jpg,,efood,efood,0,2024-07-24,2024-07-30
16498,Pedigree Μπισκότα για Ενήλικους Σκύλους Biscrok 500g,Τροφές & Είδη για Κατοικίδια,Τροφή για Σκύλους,49,4.15,8.3,kg,pedigree_biscota_16498.jpg,,efood,efood,0,2024-07-24,2024-07-30
49348,Whiskas Ξηρά Τροφή Γάτας Κροκέτες Γεμιστές με Κοτόπουλο 300g,Τροφές & Είδη για Κατοικίδια,Τροφή για γάτες,50,2.4,8.0,kg,whiskas_mekotopoylo_300g_49348.jpg,,efood,efood,0,2024-07-24,2024-07-30
49498,Whiskas Ξηρά Τροφή Γάτας Κροκέτες Γεμιστές με Μοσχάρι 300g,Τροφές & Είδη για Κατοικίδια,Τροφή για γάτες,50,2.4,8.0,kg,whiskas_memosxari_300g_49498.jpg,,efood,efood,0,2024-07-24,2024-07-30
34619,Μύλοι Αγίου Γεωργίου Αλεύρι Για Όλες τις Χρήσεις 1kg -0.38€,Τρόφιμα Παντοπωλείου,Αλεύρι,51,1.8,1.8,kg,miloi_agiou_georgiou_alevri_gia_oles_tis_xriseis_1kg_34619.jpg,,efood,efood,0,2024-07-24,2024-07-30
54404,Φλωρίδης Τας Κεμπάπ 500g,Φρέσκο Κρέας,Μοσχάρι,52,5.75,11.5,kg,floridis_moshari_katsarola_54404.jpg,,efood,efood,0,2024-07-24,2024-07-30
44882,Ifantis Πάριζα Βραστή 10 Φέτες 160g -0.2€,Αλλαντικά,Πάριζα,53,1.75,10.94,kg,yfantis_pariza_vrasti_44882.jpg,,efood,efood,0,2024-07-24,2024-07-30
49962,Δέλτα MμμMilk Γάλα Οικογενειακό Light 1l,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα υψηλής παστερίωσης πλήρες,54,2.05,2.05,kg,Δέλτα MμμMilk Γάλα Οικογενειακό Light 1l 49962.jpg,,efood,efood,0,2024-07-24,2024-07-30
49961,Δέλτα MμμMilk Γάλα Οικογενειακό Πλήρες 1l,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα παστερίωσης με χαμηλά λιπαρά,55,2.05,2.05,kg,Δέλτα MμμMilk Γάλα Οικογενειακό Πλήρες 1l 49961.jpg,,efood,efood,0,2024-07-24,2024-07-30
49038,Όλυμπος Λευκό Τυρί Χωριάτικο σε Άλμη 400g,Τυροκομικά & Φυτικά Αναπληρώματα,Λευκό τυρί,56,6.0,15.0,kg,lefko_tyri_olympos_49038.jpg,,efood,efood,0,2024-07-24,2024-07-30
8395,3 Άλφα Φασόλια Μέτρια 500g,Τρόφιμα Παντοπωλείου,Φασόλια,57,2.43,4.86,kg,3a_fasolia_metria_isagogis_500g_8395.jpg,,efood,efood,0,2024-07-24,2024-07-30
8400,3 Άλφα Ρεβύθια Αποφλοιωμένα 500g,Τρόφιμα Παντοπωλείου,Ρεβύθια,58,3.38,6.75,kg,3a_revithia_8400.jpg,,efood,efood,0,2024-07-24,2024-07-30
4100012634,Ρύζι Καρολίνα Ομοσπονδία (500g) ,Τρόφιμα Παντοπωλείου,Ρύζι,1,0.96,1.92,Kg,4100012634.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
4100024334,Τοστ Σταρένιο Κατσέλης (720g) ,Είδη Αρτοζαχαροπλαστείου,Ψωμί για Tοστ,2,1.37,1.9,Kg,4100024334.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
4100146454,Ψωμί Σταρένιο Διπλοζυμωτό σε Φέτες Κατσέλης (500g) ,Είδη Αρτοζαχαροπλαστείου,Ψωμί Φραντζόλα,3,1.68,3.36,Kg,4100146454.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
4100004915,Φρυγανιές Σίκαλης Elite (360 g) 3+1 δώρο ,Είδη Αρτοζαχαροπλαστείου,Φρυγανιές,4,2.08,5.78,Kg,4100004915.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
4100012869,Σπαγγέτι Νο 6 Όμικρον  (500 g),Τρόφιμα Παντοπωλείου,Μακαρόνια Νο 6,5,0.61,1.22,Kg,4100012869.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
4100144736,Τηγανιά Χοιρινή Νωπή EE Νιτσιάκος (500 g) ,Φρέσκο Κρέας,Νωπό Χοιρινό,6,3.41,6.82,Kg,4100144736.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
4100136530,Cordon bleu κοτόπουλου πανέ κατεψυγμένα ΑΙΑ (240g) ,Φρέσκο Κρέας,Νωπό Κοτόπουλο Ολόκληρο,7,3.08,12.83,Kg,4100136530.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
4100000481,Φιλέτο Γαλοπούλας Καπνιστό 10 Φέτες Tostaki Creta Farms (160 g),Αλλαντικά,Γαλοπούλα,8,2.79,17.44,Kg,4100000481.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
4100018273,Μπακαλιάρος χωρίς κεφάλι Αργεντινής Κατεψυγμένος Atlantikos (700g - κ.β.665g),Κατεψυγμένα,Ψάρια Κατεψυγμένα,9,4.05,6.09,Kg,4100018273.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
4100012175,Γάλα Φρέσκο Πλήρες Μανδρέκας (1 lt) ,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Φρέσκο Πλήρες,10,1.47,1.47,lt,4100012175.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
4100012176,Γάλα Φρέσκο Ελαφρύ Μανδρέκας (1 lt) ,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),11,1.47,1.47,lt,4100012176.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
4100001977,Γάλα Συμπυκνωμένο Πλήρες ΝΟΥΝΟΥ (400g),"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Εβαπορέ,12,1.35,3.38,lt,4100001977.jpg,,efresh,e-Fresh,0,2024-07-24,2024-07-30
