barcode,name,parent_categ,category_name,category_uuid,price,price_normalized,unit,image,diabetes,merchant_name,merchant_displayname,pl,from,until
20316310,Floralys Χαρτί κουζίνας 2πλα φύλλα 800g,"Χαρτικά, Πάνες & Σερβιέτες",Χαρτί Κουζίνας,38,2.49,3.11,kg,4390.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
4304493207479,Dentalux Οδοντόκρεμα Complex 3 Herbal / Mint 125ml,Καλλυντικά & Είδη Προσωπικής υγιεινής,Οδοντόκρεμα,39,0.89,7.12,kg,4112_1.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
20316334,Floralys Χαρτί υγείας 2πλα φύλλα 12 τεμ.,"Χαρτικά, Πάνες & Σερβιέτες",Χαρτί Υγείας,40,2.75,0.23,τμχ,4338.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
4052917587668,Siempre ultra Σερβιέτες Aloe Vera 28 τεμ.,"Χαρτικά, Πάνες & Σερβιέτες",Σερβιέτες ή Ταμπόν,41,1.99,0.07,τμχ,4363_1.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
20003166,Crownfield Νιφάδες βρώμης 500g,Είδη πρωινού & Ροφήματα,Προϊόντα Βρώμης,42,0.95,1.9,kg,6708527.jpg,diabetes,lidl,Lidl,1,2024-07-24,2024-07-30
4056489125167,Cien Σαμπουάν 700ml,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαμπουάν,43,2.49,3.56,lt,6206465.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
4056489057338,Cien Σαπούνι Μασσαλίας 4x125g,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαπούνι Στερεό,44,1.29,2.58,kg,6206385.png,,lidl,Lidl,1,2024-07-24,2024-07-30
4056489056942,Siempre Πάνες ακράτειας Μ No.2 14 τεμ.,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες Ακράτειας,45,6.79,0.49,τμχ,6206112.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
4056489352761,Lupilu Πάνες Mini 42 τεμ.,"Χαρτικά, Πάνες & Σερβιέτες",Πάνες για Μωρά,46,4.99,0.12,τμχ,138082.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
40879901,Lupilu Μωρομάντηλα 80 τεμ.,"Χαρτικά, Πάνες & Σερβιέτες",Μωρομάντηλα,47,1.09,0.01,τμχ,133399_a.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
20207045,Lupilu Σαμπουάν για βρέφη 750ml,Καλλυντικά & Είδη Προσωπικής υγιεινής,Σαμπουάν για Μωρά,48,1.99,2.65,lt,6205516.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
20124021,Bellosan Πλήρης ζωοτροφή για σκύλους 1250g,Τροφές & Είδη για Κατοικίδια,Τροφή για Σκύλους,49,1.59,1.27,kg,5502166.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
20126896,Πλήρης τροφή για γάτες 415g,Τροφές & Είδη για Κατοικίδια,Τροφή για γάτες,50,0.62,1.49,kg,5502158.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
4056489602392,Χρυσός Μύλος Αλεύρι γ. όλες τις χρήσεις τύπου 70% 1kg,Τρόφιμα Παντοπωλείου,Αλεύρι,51,0.69,0.69,kg,6400.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
5203064042404,Aλλατ. Αλεύρι για όλες τις χρήσεις 2+1δώρο 3x1kg,Τρόφιμα Παντοπωλείου,Αλεύρι,51,3.0,1.0,kg,6201077.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
4056489772996,Τας κεμπάπ βόειο 650g,Φρέσκο Κρέας,Μοσχάρι,52,7.39,11.37,kg,6210926.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
20483296,Αγροικία Παριζάκι γίγας 1000g,Αλλαντικά,Πάριζα,53,3.19,3.19,kg,8163.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
4056489108160,Milbona Γάλα UHT ομογενοποι. 3.5% 1l,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα υψηλής παστερίωσης πλήρες,54,1.04,1.04,kg,19281.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
4056489108122,Milbona Γάλα UHT ημιαποβ.ομογεν. 1.5% 1l,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα παστερίωσης με χαμηλά λιπαρά,55,0.95,0.95,kg,19280.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
4056489604105,Γάλπο Λευκό Τυρί 900g,Τυροκομικά & Φυτικά Αναπληρώματα,Λευκό τυρί,56,4.89,5.43,kg,6201101.png,,lidl,Lidl,1,2024-07-24,2024-07-30
20026233,Φασόλια μέτρια Great Northern 1kg,Τρόφιμα Παντοπωλείου,Φασόλια,57,1.95,1.95,kg,2546.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
4056489541943,Ρεβύθια χονδρά 1kg,Τρόφιμα Παντοπωλείου,Ρεβύθια,58,2.79,2.79,kg,2536.jpg,,lidl,Lidl,1,2024-07-24,2024-07-30
3306982,ΡΥΖΙ ΝΥΧΑΚΙ ΧΑΛΑΣΤΡΑΣ ΜΑΣΟΥΤΗ 1Κ,Τρόφιμα Παντοπωλείου,Ρύζι,1,1.69,1.69,Kg,3306982_1.jpg,,masoutis,Μασούτης,1,2024-07-24,2024-07-30
3814324,ΡΥΖΙ ΚΑΡΟΛΙΝΑ ΜΑΚΕΔΟΝΙΑΣ AGRIFARM 500ΓΡ,Τρόφιμα Παντοπωλείου,Ρύζι,1,1.71,3.42,Kg,3814324_1.jpg,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
3196458,ΨΩΜΙ ΤΟΣΤ ΠΑΠΑΔΟΠΟΥΛΟΥ ΓΕΥΣΗ2 ΣΙΤΟΥ 700ΓΡ,Είδη Αρτοζαχαροπλαστείου,Ψωμί για Tοστ,2,1.38,1.97,Kg,3196458_1.jpg,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
3940954,ΨΩΜΙ ΒΟΣΙΝΑΚΗ ΦΟΥΡΝΙΣΜΑΤΑ ΣΤΑΡΕΝΙΟ 500ΓΡ,Είδη Αρτοζαχαροπλαστείου,Ψωμί Φραντζόλα,3,1.6,3.2,Kg,3940954_1.jpg,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
2487080,ΦΡΥΓΑΝΙΕΣ MR GRAND ΣΤΑΡΙΟΥ 4Χ125ΓΡ,Είδη Αρτοζαχαροπλαστείου,Φρυγανιές,4,1.39,2.78,Kg,2487080_1.jpg,,masoutis,Μασούτης,1,2024-07-24,2024-07-30
0039461,ΦΡΥΓΑΝΙΕΣ ELITE ΣΤΑΡΙΟΥ 250ΓΡ ΚΟΥΤΙ,Είδη Αρτοζαχαροπλαστείου,Φρυγανιές,4,1.18,4.72,Kg,0039461_1.jpg,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
0048066,ΜΙΣΚΟ ΜΑΚΑΡΟΝΙΑ ΣΕΛΟΦ Ν6 500ΓΡ,Τρόφιμα Παντοπωλείου,Μακαρόνια Νο 6,5,0.83,1.66,Kg,0048066_1.jpg,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
1825504,ΜΑΚΑΡΟΝΙΑ ΣΠΑΓΓΕΤΙ MR GRAND Ν6 500ΓΡ,Τρόφιμα Παντοπωλείου,Μακαρόνια Νο 6,5,0.62,1.24,Kg,1825504_1.jpg,,masoutis,Μασούτης,1,2024-07-24,2024-07-30
0343020,ΣΠΑΛΑ ΧΟΙΡΙΝΗ Μ/Ο ΕΛΛΗΝΙΚΗ ΚΡΕΟΠΩΛΕΙΟΥ,Φρέσκο Κρέας,Νωπό Χοιρινό,6,4.65,4.65,Kg,0343020_1.jpg,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
1812312,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΑΜΒΡΟΣΙΑΔΗ ΧΥΜΑ ΚΡΕΟΠΩΛΕΙΟΥ,Φρέσκο Κρέας,Νωπό Κοτόπουλο Ολόκληρο,7,3.25,3.25,Kg,1812312_1.jpg,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
3977006,ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ 65% ΑΓΓΕΛΑΚΗΣ ΧΥΜΑ,Φρέσκο Κρέας,Νωπό Κοτόπουλο Ολόκληρο,7,3.25,3.25,Kg,default_kalathi.png,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
2405918,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑ ΒΡΑΣΤΗ MR GRAND ΧΥΜΑ,Αλλαντικά,Γαλοπούλα,8,8.3,8.3,Kg,2405918_1.jpg,,masoutis,Μασούτης,1,2024-07-24,2024-07-30
3617651,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑΣ ΚΑΠΝΙΣΤΟ ΤΟΣΤ ΣΕΡΡΑΙΚΗ ΧΥΜΑ,Αλλαντικά,Γαλοπούλα,8,9.01,9.01,Kg,3617651_1.jpg,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
2405900,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ MR GRAND ΧΥΜΑ,Αλλαντικά,Γαλοπούλα,8,8.3,8.3,Kg,2405900_1.jpg,,masoutis,Μασούτης,1,2024-07-24,2024-07-30
3617669,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑΣ ΒΡΑΣΤΟ ΤΟΣΤ ΣΕΡΡΑΙΚΗ ΧΥΜΑ,Αλλαντικά,Γαλοπούλα,8,9.01,9.01,Kg,3617669_1.jpg,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
2732204,ΠΑΝΓΚΑΣΙΟΥΣ ΦΙΛΕΤΟ MR GRAND 850ΓΡ,Κατεψυγμένα,Ψάρια Κατεψυγμένα,9,5.99,7.05,Kg,2732204_1.jpg,,masoutis,Μασούτης,1,2024-07-24,2024-07-30
0014084,ΓΑΛΑ ΜΕΒΓΑΛ ΠΑΣΤΕΡ 3.5% ΛΕΥΚΟ 1ΛΙΤ ΧΑΡΤ,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Φρέσκο Πλήρες,10,1.12,1.12,lt,0014084_1.jpg,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
0597997,ΓΑΛΑ ΛΕΥΚΟ ΣΕΡΓΑΛ 3.5% 1ΛΙΤ,"Γάλατα, Ροφήματα & Χυμοί ψυγείου",Γάλα Φρέσκο Πλήρες,10,1.12,1.12,lt,0597997_1.jpg,,masoutis,Μασούτης,0,2024-07-24,2024-07-30
